alpha,Re,CL,CD
12.69324,7603.94101,14.69057,5.208
7.94961,7358.42979,0.771,3.70253
12.20125,4397.86423,2.989,3.377
3.43251,917.28514,0.208,3.485
8.4722,5681.29844,0.955,3.931
9.38634,3080.25476,0.511,1.07
6.36096,7639.09011,0.738,3.9807
14.48164,4947.96944,10.98633,3.641
7.95498,2301.58866,0.878,2.91
7.95231,7511.22322,0.961,4.72475
6.59683,7456.28434,0.374,3.83164
3.80896,1874.07112,0.988,4.558
6.29672,5376.57784,0.785,3.989
2.5531,5960.00994,0.216,2.494
8.03315,9555.45573,11.71509,3.81065
-3.05023,8734.70827,9.02814,1.573
3.01361,4869.38572,0.198,2.213
1.0311,4968.75967,0.146,1.203
10.18987,3439.6655,0.55,0.657
2.63358,5727.99329,0.116,0.423
8.87864,5766.96479,9.096,2.189
2.33011,978.88606,0.143,4.42
4.57331,4800.19096,0.694,3.767
4.36684,2944.37711,0.766,2.89618
1.15671,8221.73935,6.037,1.263
-0.99987,2147.69844,0.129,0.944
3.78511,6380.43492,0.747,5.06275
0.16241,7386.78117,4.67738,0.324
7.10797,3119.57208,0.923,2.496
4.863,7768.11147,0.671,4.89
2.65349,5694.17454,0.076,0.949
14.08297,4967.3976,11.84608,3.704
-0.50174,2581.42978,0.202,0.784
1.45163,4733.95028,0.394,0.292
5.24583,6036.14338,0.813,0.994
12.63384,5174.93937,3.77397,4.371
9.0968,6186.33972,0.799,1.223
3.8883,7337.38023,0.59,4.07646
11.71724,3882.94181,16.372,3.691
13.71641,6857.65767,11.47872,7.52
11.33164,4721.59498,12.77153,4.768
6.0436,9786.96873,14.43586,4.51
-1.32123,8728.8567,2.365,1.579
15.10646,2860.58158,0.386,4.166
5.00263,1634.99841,0.66,4.266
8.89448,3315.98958,0.393,0.404
5.00984,5887.91875,15.64186,1.652
2.2273,4435.50137,0.482,0.894
10.51245,6863.9662,0.79,1.63763
6.46027,1186.85841,0.108,4.307
17.64497,8160.19532,16.57058,4.793
