alpha,Re,CL,CD
1.81894,6439.78757,0.54100,1.96600
0.82330,7879.25982,10.39335,2.03100
13.38951,10282.97063,9.93910,3.86843
2.66072,6396.68755,0.98000,2.92826
13.00800,5995.87312,8.49878,4.19579
7.90802,6144.63363,0.91000,3.11631
4.23015,2915.60324,0.36000,2.88500
9.82837,5736.86758,14.57300,1.57500
6.49014,6040.30376,0.93100,0.80500
14.02996,5744.56944,9.28424,1.79300
11.44003,5217.36658,9.38547,4.73300
5.61311,5730.85324,5.98100,1.09100
11.96086,4467.81412,16.48500,4.99600
3.30269,4452.95683,0.33800,2.62300
5.98741,6563.39246,0.76200,2.87818
-3.27160,5810.01418,0.24900,1.88900
10.40013,5566.74892,0.37200,4.10200
12.05862,4972.25011,14.81185,4.72000
12.96791,4862.83231,9.56989,5.05800
6.82738,7858.70898,0.72200,4.21175
12.32913,5478.05873,13.58331,3.51700
6.02924,8104.83722,0.97900,4.59398
7.32151,4572.37309,0.76800,4.10000
-1.24335,1882.23447,0.19800,3.68700
1.91127,1414.03108,0.08400,4.09100
9.09419,10781.63863,8.17471,3.61662
3.65763,2920.24489,0.02800,0.90400
15.21630,6978.85178,12.37392,6.77600
-3.15972,4276.08315,0.30700,4.65200
4.31413,4873.59900,0.43900,4.23700
19.56337,2693.87141,0.85200,3.67300
5.61072,1863.37506,1.00900,4.50800
3.54757,9042.22163,12.48500,0.97900
7.87249,6444.56634,0.50900,3.66137
6.61647,5885.37880,14.51971,1.19500
3.28437,3831.36018,0.16600,2.90000
6.66811,6808.78948,0.52200,3.65500
6.99367,928.94506,0.30500,4.28600
0.44312,4492.86465,0.04800,2.11900
19.09864,6870.95773,9.70002,5.55300
2.31025,1271.18329,0.15400,5.02000
3.17430,2207.53995,0.26400,0.66100
9.60574,2419.88219,0.58600,0.64400
12.91680,5634.94058,8.13245,3.70764
-2.85927,6736.53792,5.60900,1.99800
4.60824,4293.65189,0.73200,5.76500
9.29849,5500.96839,0.88600,4.67600
12.00467,1960.00517,0.91200,5.66000
12.17526,6350.44398,13.61684,6.28100
4.13982,4012.42897,0.70600,6.86300
6.60819,2291.72404,1.03800,1.60800
2.91579,5873.39868,0.18600,2.81100
8.75641,2604.32593,0.89400,0.43400
13.16046,6248.98085,12.90809,5.69700
-2.53580,3822.37906,0.21100,1.23500
-2.35363,3027.78988,0.25200,2.96600
9.19918,6572.53528,0.50000,4.96700
0.95958,4266.44859,0.18200,4.38000
3.73179,3701.49344,0.18900,1.32800
11.03790,5322.09114,0.71000,3.69600
9.23833,5211.76033,0.91000,4.47200
6.13002,2318.02406,0.82400,3.11500
6.46226,5497.70624,0.80000,4.73300
8.59705,6628.57847,0.84500,2.06167
10.29334,4347.79598,0.66500,5.95700
10.86153,4294.99558,0.77200,6.32400
7.82634,5323.04526,0.64000,4.05700
6.07791,5074.89913,0.47900,4.44000
8.18703,1213.91915,0.07400,3.50700
12.25184,7592.06474,13.06058,7.25700
5.11465,3837.93693,0.44300,0.29300
14.86663,6354.87567,8.70780,5.95600
6.89565,7111.91393,0.69200,4.54300
0.55954,4259.68051,0.10400,4.11200
9.95188,10811.95342,2.27732,4.06000
4.16209,6173.44108,0.38100,2.95319
9.25193,9949.32976,9.84810,4.27264
12.69324,7603.94101,14.69057,5.20800
7.94961,7358.42979,0.77100,3.70253
12.20125,4397.86423,2.98900,3.37700
3.43251,917.28514,0.20800,3.48500
8.47220,5681.29844,0.95500,3.93100
9.38634,3080.25476,0.51100,1.07000
6.36096,7639.09011,0.73800,3.98070
14.48164,4947.96944,10.98633,3.64100
7.95498,2301.58866,0.87800,2.91000
7.95231,7511.22322,0.96100,4.72475
6.59683,7456.28434,0.37400,3.83164
3.80896,1874.07112,0.98800,4.55800
6.29672,5376.57784,0.78500,3.98900
2.55310,5960.00994,0.21600,2.49400
8.03315,9555.45573,11.71509,3.81065
-3.05023,8734.70827,9.02814,1.57300
3.01361,4869.38572,0.19800,2.21300
1.03110,4968.75967,0.14600,1.20300
10.18987,3439.66550,0.55000,0.65700
2.63358,5727.99329,0.11600,0.42300
8.87864,5766.96479,9.09600,2.18900
2.33011,978.88606,0.14300,4.42000
4.57331,4800.19096,0.69400,3.76700
4.36684,2944.37711,0.76600,2.89618
1.15671,8221.73935,6.03700,1.26300
-0.99987,2147.69844,0.12900,0.94400
3.78511,6380.43492,0.74700,5.06275
0.16241,7386.78117,4.67738,0.32400
7.10797,3119.57208,0.92300,2.49600
4.86300,7768.11147,0.67100,4.89000
2.65349,5694.17454,0.07600,0.94900
14.08297,4967.39760,11.84608,3.70400
-0.50174,2581.42978,0.20200,0.78400
1.45163,4733.95028,0.39400,0.29200
5.24583,6036.14338,0.81300,0.99400
12.63384,5174.93937,3.77397,4.37100
9.09680,6186.33972,0.79900,1.22300
3.88830,7337.38023,0.59000,4.07646
11.71724,3882.94181,16.37200,3.69100
13.71641,6857.65767,11.47872,7.52000
11.33164,4721.59498,12.77153,4.76800
6.04360,9786.96873,14.43586,4.51000
-1.32123,8728.85670,2.36500,1.57900
15.10646,2860.58158,0.38600,4.16600
5.00263,1634.99841,0.66000,4.26600
8.89448,3315.98958,0.39300,0.40400
5.00984,5887.91875,15.64186,1.65200
2.22730,4435.50137,0.48200,0.89400
10.51245,6863.96620,0.79000,1.63763
6.46027,1186.85841,0.10800,4.30700
17.64497,8160.19532,16.57058,4.79300
