IP,Ton,Toff,Pcg,TR,MRR,SR
4.824330917,149.4457487,70.34173561,0.036629343,578.9846,11.77908,4.346455
3.421229201,111.6035198,44.80263367,0.015597,405.7882717,7.388464916,2.656357123
6.389646278,178.5174,88.57419262,0.197546,567.5721765,13.68226,7.454286
3.233304324,107.4312,40.37364294,0.020758,445.6919024,7.437624733,1.560701658
3.426115553,104.6906512,64.59084476,0.016804,466.9244,6.143267367,2.44329516
3.926984285,157.4128,77.40155322,0.029901,705.0544487,8.543800617,3.150338847
5.189363265,153.9015774,80.59035593,0.030223,614.5990194,11.90286605,4.465608806
4.852670204,185.1994879,45.57804933,0.029956203,553.5339479,10.51926278,3.693337013
3.687199537,153.7980438,93.96645518,0.015408,408.261416,0.64827,2.074482937
4.311231348,142.083,74.27497047,0.02791693,681.5624548,8.223827162,3.723116573
6.386482315,100.7281992,87.89916303,0.40384,596.5742971,13.01937237,4.869080246
4.318150239,160.3612397,49.83299105,0.028437,472.4388496,6.957336197,3.46759432
5.823424389,114.1370133,135.8687,0.028290278,642.535327,9.918457737,3.823553
3.33764709,106.2148401,44.06795606,0.036731,453.0739496,8.578066708,1.959242255
4.177709805,141.9394925,81.26079592,0.025631765,466.1674241,8.01129,3.313476566
5.591656078,130.1802351,67.16396811,0.036183877,562.1917,10.47186041,3.825287
3.232255285,141.4675233,80.99176409,0.022491,406.0622,6.572299196,1.742112704
4.00988629,150.6356,53.71412809,0.037198449,649.1472639,9.10789348,3.253234482
4.178717286,153.2106974,54.9844327,0.024257,693.6026322,10.37179441,3.936536
3.743193829,113.2182827,50.55861057,0.015487405,412.2984,3.920523813,1.04242
5.559640737,117.5120273,136.0085,0.023714967,542.2683549,11.38346489,3.801269704
4.665718339,147.8635,84.02760959,0.031328928,563.142355,8.80434,4.133848
5.211444548,131.9031,69.36488165,0.03192,654.4128,10.67449,3.633204035
3.48401565,133.690292,62.32244933,0.019329,440.5470665,5.534638044,1.70168
5.981767091,141.1328,93.74472367,0.028019855,630.1864039,8.53832,4.212187315
5.84499635,149.168,54.81383313,0.025209805,545.7051,9.67577,3.430317572
3.295673976,102.1686585,99.65281141,0.021285,480.3676,4.968678033,2.377933051
6.006191615,148.7196514,52.1109283,0.0309,424.1035594,8.74551,4.94308809
6.073759961,146.1750025,88.56232349,0.037841,494.249,11.06657,4.197680281
6.670322565,188.2071,93.68588051,0.04101,766.1989837,14.28855,6.078372243
5.447171618,149.1785,79.33874674,0.031993,762.8512905,10.03115242,3.367601
6.350848958,180.3874527,89.93051842,0.033444925,785.1632,13.26391159,6.897025
6.374828797,137.7414453,53.56411547,0.338279,404.3724618,13.75199,4.645633266
3.341269786,127.1215666,62.68026521,0.017651,499.6615085,4.71025455,3.016104877
3.646285917,198.6841794,97.23100802,0.018457,466.8942,7.321455539,2.604380113
3.793932607,136.6016372,77.16797553,0.018453991,463.4801967,5.771252496,3.031330623
5.729649644,173.561,65.43758276,0.036047449,676.7119608,8.49724,4.505204753
3.758039475,109.1576746,56.42461175,0.021898,410.7984856,3.4083,1.34591
3.639374298,156.0881098,72.88915949,0.029545488,483.6867,7.043463684,2.634775867
5.163890519,135.5045107,97.4671035,0.024641239,518.8148493,9.025913158,4.383890745
6.655209861,112.8353456,99.45912296,0.214688,781.8831,13.32728634,5.236677147
6.153182013,176.325,64.80787327,0.120977,787.9681,12.39517717,5.355940606
3.382598368,141.4366234,89.36690149,0.01647,435.2985,5.624406942,2.63988
6.105497901,156.3642613,82.99860718,0.03808601,714.811,12.68151297,5.340994452
3.898222446,184.676656,67.3300678,0.016708399,553.6930545,6.296501008,3.227107
4.773300408,148.7285,76.07922148,0.029667,521.0283,9.439072796,4.851797
3.884823241,163.8128496,73.9946462,0.033327,645.6722,9.19618,4.167669
6.344904206,182.3528604,57.25089971,0.042441917,557.8693654,14.06325459,5.61528286
6.306716979,187.028314,91.90813113,0.026404,762.1499188,11.15674723,5.378092
6.079855728,157.4207447,52.02040702,0.030329,553.7463,10.8758,3.532921
6.295532075,103.6075584,83.77715728,0.063526,775.2375621,12.41835084,5.346412
5.611158541,165.6504725,51.41191635,0.026942629,670.753197,10.37392554,4.810730133
6.767318783,179.2651719,71.13232324,0.041350613,564.4658162,15.70885099,6.239565787
4.977927435,126.7906174,54.00203924,0.033407,616.3532522,10.75889273,4.802382729
3.040008411,167.156121,81.92936467,0.021663,470.1537,4.742786096,1.271454738
6.538261186,183.0414974,61.88169204,0.346856,768.219179,14.37085073,5.071054832
4.178959781,100.845126,81.16921846,0.03338,715.6334111,6.986814217,4.038110639
3.519048438,150.7509027,95.37956794,0.023516206,472.8823,6.489700467,2.558817145
4.45367116,150.4986,68.47256407,0.033679025,652.0966792,10.11953751,3.384100026
3.292396341,135.0677821,81.31805011,0.019138,616.6779715,7.084283573,2.304885113
5.418684924,109.650012,168.1548,0.027965,582.3754137,11.14073294,4.913849051
6.973705566,187.110718,99.13722944,0.19535,495.1779062,16.95335904,6.323651224
5.553238637,167.0865313,93.85551403,0.024176966,426.392419,10.23338754,4.163497234
5.814038579,145.4417,47.31652405,0.033011,445.878025,11.04773713,5.007770468
3.273968319,171.2930788,42.29935054,0.021402,487.277,6.136281627,1.914433567
5.201417891,182.2814131,50.31701389,0.024046,514.7324,10.52833279,4.845616
3.211295296,133.3833562,69.90547326,0.021614,405.7076168,5.497055088,1.681717254
5.517577475,162.2321667,50.24300898,0.035225,563.9398,12.0387187,4.431441876
4.862507329,156.520696,43.73201245,0.031772234,697.9519858,10.2712407,3.80140084
5.756458799,171.2911,54.06228627,0.03726,721.6631603,8.05236,4.793382
3.717666756,124.9185,57.52717534,0.022536,434.415125,5.698750497,2.27626
3.757763964,149.7665992,75.58540378,0.02108,418.0517576,7.281329876,0.68802
6.023916905,145.2149732,64.69089717,0.022939357,507.5842231,11.5716354,4.597813795
6.227532811,166.7019617,50.90723496,0.36259,709.5853,14.75052,5.117142434
6.298762674,193.7677996,66.27371152,0.134261,717.2244,15.25950989,5.908748
4.819125813,121.1194217,78.7009988,0.028823428,596.7706,11.0579669,3.295018225
4.964210095,146.0411,80.12010227,0.032143,649.2124,8.4464445,3.606612783
4.454011842,128.8080138,46.78053849,0.030511,507.1230297,9.636205225,3.610613
6.509010962,183.7928286,67.17250841,0.314874,757.0486801,13.02801066,6.153370427
4.873488073,150.9640829,66.48082799,0.024685,644.2591709,11.81494271,3.335989871
5.742103726,167.9515304,64.64306973,0.027238225,602.8213799,9.443838073,4.857203
6.32888637,114.9114755,64.02005957,0.310301,662.6409828,11.30042213,7.177946
3.839211198,152.0827207,77.55164179,0.020287,430.4882,7.840187011,2.40136
5.699866493,182.619877,72.66843616,0.030173676,616.219698,11.92312098,4.322188373
3.858491919,134.0280332,87.22903116,0.035842616,674.7308742,8.956146216,4.491383
4.141487884,143.9457581,62.25753341,0.033061,608.16512,8.506725736,4.902968
6.331523815,187.38,57.94124908,0.144807,762.0737,17.68221,5.400688947
6.089348642,147.0258,66.19864778,0.029452009,502.6073827,10.84296543,4.309499
3.737386519,190.8816282,92.39146895,0.032465,716.2637393,8.460493469,2.51778
6.016259012,163.8571056,90.94552669,0.028379,477.3811335,12.03025,4.227153635
3.828277731,160.6712533,90.49445052,0.016365918,555.9626209,6.893231468,2.160273024
3.293967383,198.3580456,40.10430596,0.015871,457.8881,6.809353071,2.127829776
3.794510076,124.7694,51.35696006,0.04099297,445.3382,3.37762,3.04272
6.761967744,187.4707872,98.90831749,0.20489,669.4525789,14.01037658,6.069042446
3.565063111,150.1815476,41.59301871,0.016508,432.758067,5.980037324,3.05664871
3.019693446,108.5061865,81.81728639,0.016817,439.3359,3.422723901,0.177930997
4.939827378,171.7570361,81.48245095,0.019396484,674.7040096,10.43080394,4.716177
4.12971715,125.5815452,94.86552264,0.037684,580.1877765,9.316961854,3.400501849
3.626252663,143.2357056,56.82642796,0.017428,413.6753,4.83053,2.97491
5.063082251,164.2319536,55.95051031,0.029746,662.919797,9.685279599,4.762672
4.5019001,166.4358,91.09665821,0.026590512,666.8609,8.144893511,4.018887162
5.217827671,135.085833,91.7420687,0.031417,522.4303,10.15090083,4.056199921
5.590749591,195.7488808,56.23233403,0.024634,508.9782592,8.086730968,4.580011
6.674391839,173.9178,59.95077996,0.026813027,586.7620062,13.74844515,5.386790706
4.061685126,161.9632,49.47670032,0.036291,777.9774275,9.93834,4.600583
6.619469607,174.1315248,70.43107996,0.403142,723.7421824,13.64611514,5.333292579
6.501955548,180.7368,89.66821083,0.39812,775.6384,12.51952713,5.824470886
3.677831194,142.0764284,77.71105496,0.020785,429.8897,7.303491124,0.37875
3.411004919,166.0622725,62.94732296,0.020055,465.1646324,4.711234762,0.79687
5.78688803,173.0854191,92.4035448,0.032325048,644.3664,12.17966346,4.724211853
6.777213786,183.2512755,59.45287542,0.439732,758.7481,14.3482161,6.090323899
4.766879623,195.8267203,84.52565098,0.031450607,536.9157524,10.11103529,3.660172557
6.799030346,127.1354334,60.9438832,0.246253,757.3285,17.12577,6.340385564
6.627343179,179.2752423,46.21254664,0.113272,490.2140811,12.50562364,5.597435232
3.340293152,157.4917347,92.19224882,0.04356309,468.6255,7.28361,2.64661602
6.216643873,195.4253,76.28265918,0.31217,767.7009,13.12011995,6.106247
3.441624334,122.5180893,75.37245125,0.019314,426.1106,5.642224195,2.66745
6.49039116,198.4767,92.36186049,0.326092,495.2469518,13.42144209,5.160477999
4.555624217,142.5776316,45.24929662,0.038024,440.4397577,10.95224924,3.669416998
6.304669689,156.2189447,95.7955853,0.243025,536.207885,13.10797,5.028835288
4.485785393,142.6040994,69.33106096,0.02758,507.3196,11.74315297,3.608662842
6.19552007,173.8773,72.66945127,0.370348,760.0916,17.0038,5.648292865
4.759327692,170.5043979,68.68656493,0.033795042,451.0827797,10.393346,3.808212889
6.103054689,139.9095,43.06369293,0.030208385,501.7365164,9.9391,3.868426751
3.855328726,115.1906151,68.40907152,0.01885,658.014527,4.65276,2.92825516
4.636439682,139.8795605,81.81863241,0.032784052,511.4059371,8.498778029,4.195792808
4.183130329,147.1684563,47.67810945,0.034807902,456.3176796,9.410384585,3.116306
4.793702122,196.7484934,47.83533849,0.034794,636.7342046,9.009126904,4.181923076
4.398777593,160.9304,79.17609621,0.028726,604.5001975,8.441777757,4.308988
3.936248795,140.707451,83.57346884,0.039625621,621.6212,8.744019132,3.285220056
5.55407213,169.832985,60.37450215,0.036415224,486.0604359,9.284239716,6.119091362
5.593248475,170.7692675,55.13120499,0.026514,670.3584,9.38547283,4.52795253
5.183897918,158.9188596,74.0599192,0.037062,401.8074997,8.187870392,4.368047957
4.774612341,197.4634098,56.17904858,0.037689,493.503,10.3028,4.345636452
6.067420628,128.5952,82.56436285,0.038004942,661.7604099,8.37795,3.680814328
3.296983463,157.7831461,51.96718159,0.019623,439.426,6.0655302,2.8781785
5.485834862,119.1632037,95.06236242,0.02798348,612.3722,9.9964308,4.860331985
4.036378303,135.5730566,86.41062164,0.022825272,473.2059977,10.66719,2.624791142
6.916110396,167.0553218,84.70595023,0.040646226,790.9468,14.81185151,7.543228041
5.08235615,141.8732,92.80210163,0.023284774,611.5709766,9.56988614,4.148266183
4.883115371,106.1562437,41.4992496,0.018835,424.6165421,8.918814862,3.085549978
6.516562879,175.6705,90.60342691,0.116766,683.4073384,13.58330791,5.061071838
4.550087569,123.5795871,45.84048369,0.034145,611.6244242,8.855560534,4.593982
3.361580361,139.9630525,60.75188974,0.021077,436.4607,7.4467,1.10663
4.371765664,138.5693,75.89456002,0.032984596,601.3644672,9.756061617,3.615976198
5.272446787,170.9761143,60.98892116,0.029674218,578.3768,9.939657621,4.639311494
5.33575764,103.2175787,65.77418517,0.033661,442.0762349,8.174705125,3.616620545
5.561339403,168.3399,41.55106116,0.029533514,582.0036209,10.51151652,4.356144949
6.121611411,135.1465827,47.55949432,0.070427,736.1017637,12.37392427,5.284927445
5.16809779,145.2958752,46.45575907,0.031479,683.7319069,8.624773901,3.572866196
3.687855279,106.9962556,51.22873453,0.021654,405.0789,5.85017,2.925569654
3.763134453,170.2478583,79.964152,0.019077,478.966156,5.14492841,0.69494
6.572676012,185.482,63.37497138,0.372312,798.4689,12.742085,5.586219276
5.726764766,164.112696,96.92197318,0.03252786,673.8312,12.25873357,4.61438617
4.411613637,140.1680928,84.21219275,0.03601561,473.3781849,8.895787296,3.661366245
6.598027108,180.7076,89.04021211,0.039035798,783.89,14.51971151,5.47025342
3.013065345,152.2367076,80.02161172,0.020075155,439.8003,0.02163644,1.100236439
6.648857947,176.1714672,79.63957445,0.342002,541.3791454,13.65259767,5.508363542
4.423976949,160.2675135,93.35672591,0.033248885,720.5013292,9.304047271,3.623297935
4.558393057,131.9681943,95.30444935,0.032770593,593.5827,10.3438404,3.277315342
5.148613309,144.123126,86.26956394,0.023081745,707.984637,9.700017007,3.868750163
4.618518659,154.213,77.5514805,0.042314978,571.1361,10.82807719,4.486391716
4.201789018,148.409115,89.2785035,0.037501,421.8116532,8.654874413,3.649257928
3.353407091,172.7367626,42.73408385,0.019600154,404.2398858,6.279768258,1.211201021
4.095064728,138.153508,50.33371082,0.031946,751.7321916,8.132452689,2.888703348
6.225689019,143.6140467,98.49990757,0.398364,748.3028499,12.11797923,5.157420627
6.099546215,161.0855203,98.4605141,0.041468878,618.1112836,10.77177,5.407797366
6.730802622,123.1113189,79.32140477,0.385586,788.0881,14.14175883,5.033573256
4.41492779,172.3920777,84.92478847,0.02437823,665.7091869,8.875620454,3.311955247
6.464160745,121.6998344,99.40478845,0.132968,761.0964289,13.61684301,6.651635
4.36213505,192.4746025,94.63028304,0.020985,786.0004005,11.36510744,2.848554666
3.18858014,154.2077799,55.63147461,0.020315,441.0934,6.442138153,2.319226063
4.699721578,152.8977,48.7158069,0.0274889,580.8862753,9.518279703,3.876923001
5.725947486,161.8284771,46.57618238,0.031985,760.3532067,12.3100913,3.631682563
6.645093241,183.4051,49.15669135,0.396315,748.5035,12.9080938,5.52190588
6.814801825,179.8939821,74.97178032,0.322543,572.2683677,14.76604033,6.665904671
6.714236052,191.9844892,73.59183755,0.142956,784.6774,14.8275319,5.040728352
6.666898155,190.5706,83.9352635,0.395348,491.3715891,14.55844002,5.143552399
5.239951381,152.6670519,91.01928286,0.035289,492.4844383,9.784493044,3.970237203
4.281792223,153.5946789,79.36256514,0.031456552,526.8192,8.559041179,3.703035364
3.071755816,192.537332,50.52983013,0.018176,615.8024862,4.838626684,2.144946746
6.712023519,190.6786,83.78993666,0.086292,746.3955,13.94296039,5.432397677
3.766638507,130.9812843,85.58007785,0.015997,424.5425,6.909868061,2.0301
5.706406638,195.9674359,88.00749066,0.024246123,539.2306608,8.69157,3.852804346
3.283864609,133.5404235,94.04530519,0.015439,425.0655,6.970679318,2.061671648
3.481005198,115.5238253,94.90356446,0.021434,459.7562,6.20474,2.248667055
5.257786599,160.0649,74.88773924,0.028442904,400.7626514,8.7107668,4.214387741
3.340075116,156.5071197,73.04808803,0.020032,549.3671757,5.896026427,2.472542877
5.401522557,137.0440445,74.66251113,0.030742267,785.032195,11.26467523,3.763243853
5.7126067,145.7991266,63.5328434,0.028278034,656.686,10.61732262,3.954268
6.535664328,114.6843919,51.8901462,0.176393,614.4688234,13.06057788,5.729680437
3.521558988,198.4670805,58.43954774,0.025589,459.4746743,8.097037095,1.54176
4.451900714,142.9611261,91.22615987,0.031623711,708.9273509,8.707801595,3.971588624
4.928673779,177.808162,48.90872801,0.026866,471.4091443,8.414986571,3.719495596
6.584352742,176.0515067,95.28126668,0.043178286,725.6437881,14.12894436,6.33762512
3.002319621,113.1747,55.28662757,0.022601,471.0208949,2.277323304,0.172295821
3.60577449,173.5385433,50.50143979,0.017964108,404.3821198,5.056132561,2.953187767
4.786470092,172.7369,91.97871149,0.033579,691.7223,9.848100101,4.272642277
6.771262576,189.6702,64.5763855,0.28858,747.7864,14.69057321,5.349754
4.90580868,190.6038967,74.41380513,0.028863413,594.3977898,10.66602739,3.702528958
3.775494102,197.5594033,45.24543743,0.018229,438.0155,7.78158122,3.026544646
5.585025238,156.0701354,90.21049419,0.037405,640.0984988,8.845648397,4.819084504
6.757494033,176.8603358,71.11392865,0.23827,739.2193,14.29125113,6.036837366
6.329518134,196.2971,93.64188981,0.304946,524.2036019,12.32600948,5.016004897
4.081978445,132.2864559,72.28589713,0.024113,466.2595474,8.276851264,3.980697569
5.782799557,153.010106,91.80258032,0.036881064,664.128635,10.98633133,5.522043392
4.400040332,169.6762873,56.5544215,0.031307,591.2336818,8.490349192,3.053269688
6.178454048,102.7727742,55.04085195,0.11175,417.9344888,14.59268,4.724745234
4.28808,155.6724,71.44919852,0.028043711,540.3802634,8.4639,3.831640188
5.658682885,158.3411,51.36068683,0.031358,592.0493703,12.01615078,5.013789957
3.326551666,156.9817288,84.8075007,0.020547,486.6898,5.87769211,2.779317182
6.107839675,186.2521625,69.3869984,0.263315,792.7264337,14.23212,5.564397682
5.876085288,136.5652412,84.58080181,0.025120156,404.3645736,11.71509323,3.810651395
4.133870901,151.8584,43.6649065,0.024111,594.3295251,9.028137155,4.495878658
6.613517328,164.501628,86.18633835,0.362824,780.5359724,14.84903237,6.098822
6.254914718,187.8773781,82.00244591,0.041115229,796.3723844,13.53210197,6.054756134
5.139884468,101.4509316,60.86707537,0.027966092,661.7462361,9.436619471,4.017343248
4.974355848,130.5333827,86.38664861,0.02887226,564.2827,9.789382393,3.746336698
5.175595361,165.9108,71.18703521,0.033871,581.8455626,10.78626347,4.081353522
6.252672455,171.0549273,66.25732923,0.258147,767.1929,15.19912,6.326273
3.107572122,138.3515406,51.66020486,0.019648,475.7162,4.154063127,2.561892132
3.438948451,164.7331356,62.77943475,0.017156,458.9861,6.865153156,2.896182515
4.061092028,146.2218,51.03572343,0.035614,624.0996849,9.313208827,3.63257376
4.78981056,159.2707665,72.30504901,0.031066,572.1804,8.443955698,3.106573413
6.36784799,192.8431214,77.91908947,0.214758,708.3014,12.67663,5.062745247
3.292795568,104.5548,87.0507397,0.016797051,472.101,4.67737869,1.766001216
5.132823424,124.3932256,48.77842721,0.015663492,460.3672481,7.556309324,3.796833513
6.674138168,186.2758,93.72809754,0.108982,520.6959339,17.05763,5.75121181
5.574613107,176.232878,56.01657366,0.031138,497.523405,11.06513,4.827336627
6.256904542,196.0833825,98.90151063,0.02512,586.7103993,11.84608493,5.148737051
3.720801975,107.5461353,54.91719629,0.016793,456.1649,7.428515394,1.58895
4.688882965,106.2550844,79.31549443,0.023369522,673.3835146,7.636579511,4.121600044
6.887263225,185.108,90.84301946,0.410719,720.5946263,14.12410462,7.251099112
3.664390002,142.4770652,53.00414115,0.022303,522.9888867,3.77397,2.668323461
3.805329237,137.9486339,58.77403105,0.017477,459.5527,7.586316275,1.56815
3.808353683,191.437137,55.79347909,0.021371,657.6640304,7.964045763,2.85848
3.487387092,173.0743675,85.29746908,0.022037,547.8097487,7.53842,2.272631418
6.007131782,114.0156208,74.96642965,0.032806337,627.4485429,11.47871985,4.899458
6.45081379,101.5203694,83.14895597,0.188306,506.2944784,12.77153144,4.522175812
6.279933723,163.7437736,59.73147121,0.226879,627.4620148,14.43585854,5.080929
5.585353201,164.5536,46.55641857,0.036815,555.1610839,11.90578815,4.784015952
3.294969951,149.6021825,95.90160621,0.021868,401.6505,6.146437728,0.86469
5.535299589,152.4855,94.2793571,0.03774,676.3234274,10.30801219,3.802594663
5.835620061,105.7865042,87.45990815,0.034081,598.7945,9.595314076,4.139397231
6.916260609,197.9961,55.29742715,0.348857,711.3775,15.64185776,5.871182986
3.122660171,115.7067,66.90175055,0.015791,440.7042,5.45111871,1.287495819
3.443838371,150.1468593,81.84857644,0.015938329,471.748,5.20714354,1.637625072
6.965727828,192.896483,96.93117268,0.333782,795.5562715,17.14693344,7.540578364
6.118684015,198.7694,82.14224938,0.356901,757.4857,16.57058,7.00175
