alpha,Re,CL,CD
7.8731,2203.8643,0.5200,5.5974
3.7318,3701.4934,0.1890,1.3280
1.7556,4084.6919,0.9720,4.4290
-4.4884,3356.2871,0.0480,2.8730
2.6336,5727.9933,0.1160,0.4230
15.7094,8152.0658,10.0023,4.2621
4.9291,4960.1946,0.8530,4.0562
16.5164,8027.0220,13.1201,6.1062
2.9158,5873.3987,0.1860,2.8110
14.1158,1926.7663,0.5720,4.9030
-0.0498,3264.8261,0.3250,1.8760
6.2967,5376.5778,0.7850,2.7793
11.7758,6061.4159,10.3718,3.9365
1.6201,5662.4861,0.2840,2.5060
7.5039,6587.9573,0.3640,2.3049
-1.3911,4941.0435,0.0940,3.6332
3.1743,2207.5400,0.2640,3.6493
13.6700,7207.2690,8.1338,4.1540
-0.2515,3912.0155,0.1080,0.7800
12.7480,1800.8239,0.8900,4.2497
12.8549,2414.2781,0.4040,6.0850
-1.3139,7053.2016,11.1407,0.7330
12.0586,4972.2501,14.8119,7.5432
12.5473,5118.0720,15.7185,6.9627
9.8202,6167.4383,0.6670,1.4177
10.0615,3968.3356,1.0150,3.9258
1.9113,1414.0311,0.0840,4.0910
6.4097,6520.0978,0.6400,3.6347
8.9761,6314.5022,1.0390,5.9087
16.3389,6689.3077,8.5374,4.6637
17.6450,8160.1953,16.5706,7.0018
-0.9999,2147.6984,0.1290,4.3150
10.1703,6356.4737,0.4530,5.1084
9.0942,10781.6386,8.1747,3.6166
9.2185,2699.5208,0.9140,7.4543
7.6166,6325.2095,0.9670,3.2950
2.3301,978.8861,0.1430,4.4200
4.5538,4955.5786,0.4270,6.1534
5.0400,4245.5315,0.4780,1.7265
18.3851,3002.7298,0.5560,2.6348
10.5887,2648.1108,0.5510,6.3832
8.6561,4681.4630,0.6700,6.0784
12.1077,6800.1333,3.3776,3.0427
9.1674,6667.6465,0.7990,6.0903
9.0255,10898.5127,13.0194,4.8691
-3.1597,4276.0831,0.3070,4.6520
-3.2716,5810.0142,0.2490,1.8890
7.3071,4514.9931,0.7680,2.2763
2.6666,4566.5184,0.1610,2.7530
3.6576,2920.2449,0.0280,4.3561
1.4534,4452.2605,0.1940,2.0930
-0.4421,4895.3442,0.2100,1.6817
11.1179,5790.5927,0.9680,2.3779
0.1689,1982.9189,0.2870,4.4440
1.9819,4846.5879,0.1080,3.5410
6.4959,8533.8136,0.8740,3.5124
6.3610,7639.0901,0.7380,3.9807
7.3426,6684.9257,0.4530,0.3788
-0.6588,7163.1147,13.6461,2.8830
9.3741,2919.1839,0.7360,4.5052
6.4901,6040.3038,0.9310,3.2852
1.6653,5602.8706,0.2030,1.0680
-3.0502,8734.7083,9.0281,1.5730
7.8725,6444.5663,0.5090,3.6614
12.9662,5915.7074,9.5502,3.2420
-2.6082,4168.8531,0.4270,3.3300
2.6607,6396.6876,4.6528,2.9283
19.2588,5828.1180,9.8564,3.3674
5.9283,3412.0446,0.9760,4.9431
3.7851,6380.4349,0.7470,5.0627
7.9614,6480.7498,0.8640,3.6066
-2.0494,6576.5595,6.8160,3.2170
5.4001,5175.0338,1.0210,4.1677
12.9168,5634.9406,8.1325,3.7076
6.0436,9786.9687,14.4359,5.0809
7.9496,7358.4298,0.7710,3.7025
11.3316,4721.5950,12.7715,4.5222
15.4543,4921.4938,11.5038,4.4216
1.8189,6439.7876,0.5410,1.9660
4.8254,5329.5090,0.5150,4.4914
16.9855,3830.8869,0.6490,0.6880
11.4400,5217.3666,9.3855,4.5280
5.7575,2786.3862,0.6320,2.6675
1.1567,8221.7393,6.0370,1.2630
1.4516,4733.9503,0.3940,0.2920
3.3201,4886.7953,0.2590,4.8572
9.2177,6576.6924,0.9050,4.6456
6.4015,7912.9775,0.9010,5.6252
12.8258,4467.5522,0.7080,4.4656
12.1753,6350.4440,13.6168,6.6516
10.2113,7996.9731,0.4750,5.1935
8.5387,4297.6619,0.4640,4.0381
4.8630,7768.1115,0.6710,5.7512
5.8792,6832.2462,0.3630,3.6106
12.3291,5478.0587,13.5833,5.0611
3.2993,4186.2266,0.1210,4.8810
14.0300,5744.5694,9.2842,6.1191
0.6746,4601.2493,0.2870,0.8950
25.9637,4256.4603,0.9500,5.9118
13.2121,3903.3958,0.4990,4.3095
10.0745,3598.6792,0.3790,4.7627
17.6696,6850.2979,13.7526,6.1527
0.1624,7386.7812,4.6774,0.3240
4.5733,4800.1910,0.6940,2.5619
-1.3212,8728.8567,2.3650,1.5790
2.5464,4019.7884,0.3070,3.9910
13.3895,10282.9706,9.9391,3.8684
0.5595,4259.6805,0.1040,4.1120
3.8883,7337.3802,0.5900,4.0765
7.8263,5323.0453,0.6400,2.4725
7.7583,4615.3332,0.3960,4.2630
0.8233,7879.2598,10.3933,2.0310
9.1992,6572.5353,0.5000,5.1436
3.3229,7856.2658,10.1110,0.9570
15.4346,8658.1573,13.1080,5.0288
12.0064,5259.0833,8.3397,3.6219
10.7709,4552.2668,0.5110,1.3118
1.0311,4968.7597,0.1460,1.2030
6.2700,2501.1571,0.7050,4.3465
-0.0043,1987.0866,0.1410,3.8640
10.4967,4859.0386,0.5810,5.8168
9.3404,1291.4613,0.8280,3.2271
0.8188,2337.8722,0.0840,4.1818
0.2901,6354.8843,8.5640,0.9360
9.2519,9949.3298,9.8481,4.2726
2.6535,5694.1745,0.9790,0.9490
10.6177,1323.4923,1.0240,7.1779
13.1605,6248.9808,12.9081,5.5219
15.2163,6978.8518,12.3739,5.2849
-0.1754,5837.6587,0.3010,1.2000
14.8567,9279.6877,8.8043,4.1338
2.0231,6429.9425,12.0303,1.5320
7.9523,7511.2232,0.9610,4.7247
-1.2434,1882.2345,0.1980,3.6870
8.4722,5681.2984,0.9550,6.0368
9.0968,6186.3397,0.7990,4.3645
4.5053,4571.6845,0.6880,2.5588
