alpha,Re,CL,CD
15.454,4921.494,11.504,4.422
5.611,1863.375,1.009,5.586
3.174,2207.540,0.264,3.649
9.238,5211.760,0.910,5.432
1.783,5273.810,0.100,1.528
10.190,3439.665,0.550,4.017
-3.158,3080.858,0.081,4.724
6.361,7639.090,0.738,3.981
-2.859,6736.538,0.153,1.998
2.553,5960.010,0.216,2.494
12.748,1800.824,0.890,4.250
10.293,4347.796,0.665,2.249
4.573,4800.191,0.694,2.562
10.512,6863.966,0.790,1.638
-0.175,5837.659,0.301,1.200
12.108,6800.133,3.378,3.043
2.667,4566.518,0.161,2.753
12.099,6348.720,10.546,4.374
14.435,3937.385,0.638,4.598
4.924,6882.722,0.584,3.431
14.030,5744.569,9.284,6.119
12.542,3599.261,9.952,4.121
9.374,2919.184,0.736,4.505
3.809,1874.071,0.988,6.542
3.194,3956.471,0.234,1.533
5.246,6036.143,0.813,7.251
1.157,8221.739,0.980,1.263
12.228,3558.153,8.538,4.212
9.025,10898.513,13.019,4.869
11.118,5790.593,0.968,2.378
2.330,978.886,0.143,4.420
-0.923,6913.935,0.121,1.154
6.460,1186.858,0.746,7.541
-2.354,3027.790,0.252,5.041
13.390,10282.971,9.939,3.868
-1.762,3472.353,0.295,0.587
2.229,4885.217,0.065,3.791
-0.442,4895.344,0.210,1.682
12.059,4972.250,14.812,7.543
10.269,4157.067,0.915,1.262
3.433,917.285,0.208,3.485
1.113,5037.892,0.078,0.458
4.367,2944.377,0.766,2.896
4.550,3663.547,0.518,0.178
1.550,4584.740,0.156,2.747
3.548,9042.222,12.485,0.979
10.862,4294.996,0.772,4.214
14.116,1926.766,0.572,4.903
14.173,5789.227,13.327,5.237
6.597,7456.284,0.374,3.832
14.859,4506.310,14.371,5.071
9.590,3963.766,0.527,4.386
0.960,4266.449,0.182,4.380
1.417,2718.883,0.250,3.368
5.987,6563.392,0.762,2.878
0.560,4259.681,0.104,4.112
16.516,8027.022,13.120,6.106
10.075,3598.679,0.379,4.763
0.529,4718.846,0.221,3.113
3.299,4186.227,0.121,4.881
12.547,5118.072,15.719,6.963
9.094,10781.639,8.175,3.617
6.044,9786.969,14.436,5.081
1.460,3178.248,0.280,1.417
11.038,5322.091,0.710,2.145
5.758,2786.386,0.632,2.667
13.670,7207.269,8.134,4.154
9.252,9949.330,9.848,4.273
15.005,5523.273,6.136,1.914
9.097,6186.340,0.799,4.365
9.386,3080.255,0.511,5.016
10.618,1323.492,1.024,7.178
9.167,6667.647,0.799,6.090
-0.004,1987.087,0.141,3.864
9.550,4873.867,0.723,4.811
-1.000,2147.698,0.129,4.315
12.966,5915.707,9.550,3.242
7.623,5129.155,0.947,5.346
-3.050,8734.708,9.028,1.573
4.633,7769.305,0.833,3.824
1.601,3634.482,0.241,0.610
6.616,5885.379,14.520,5.470
11.776,6061.416,10.372,3.937
6.402,7912.978,0.901,5.625
7.714,4457.081,0.938,5.008
4.230,2915.603,0.360,4.182
10.793,5222.855,0.865,3.748
12.252,7592.065,13.061,5.730
12.917,5634.941,8.132,3.708
3.132,5256.710,0.095,1.140
13.212,3903.396,0.499,4.309
7.846,6558.667,0.533,4.141
4.608,4293.652,0.732,5.408
19.099,6870.958,9.700,3.869
6.693,3743.923,0.764,4.136
17.670,6850.298,13.753,6.153
6.994,928.945,0.286,3.623
4.825,5329.509,0.515,4.491
10.385,8291.267,0.438,4.528
2.227,4435.501,0.482,0.894
6.029,8104.837,0.979,4.594
10.777,2730.305,1.003,4.384
6.883,5536.944,0.675,3.031
15.709,8152.066,10.002,4.262
